bu_naam;parkeren_pct;auto_pct;voet_pct;fiets_pct
BU06780209Schore;0.00;0.93;0.00;0.07
BU06870104Sint Laurens;0.06;0.59;0.24;0.11
BU07030206Krabbendijke - Zuidweg;0.01;0.88;0.12;0.00
BU07030209Krabbendijke;0.01;0.89;0.04;0.07
BU07160309Sint-Maartensdijk;0.01;0.91;0.01;0.07
BU06870106Veersepoort;0.11;0.56;0.29;0.04
BU06870107in het Noorden;0.00;0.88;0.06;0.06
BU06870108in het Noordwesten;0.00;0.85;0.00;0.15
BU07160500Sint-Annaland;0.12;0.55;0.31;0.02
BU06870109in het Noordoosten;0.00;0.89;0.02;0.10
BU06890200Muisbroek;0.01;0.89;0.01;0.09
BU07160509Sint-Annaland;0.00;0.91;0.01;0.08
BU07150404Zuidpoort;0.05;0.85;0.04;0.06
BU06870200Stromenwijk/'t Zand;0.09;0.54;0.31;0.06
BU09835107Geloö;0.00;0.94;0.01;0.05
BU06870300Middelburg-Zuid;0.12;0.53;0.30;0.06
BU06890000Giessenburg en Nieuwkerk;0.12;0.57;0.31;0.00
BU07030406Rilland - De Poort;0.01;0.89;0.00;0.10
BU07030409Rilland;0.02;0.92;0.01;0.05
BU06870209in het Zuidwesten;0.03;0.81;0.05;0.11
BU06890002Giessen en Oude-Bovenkerk;0.01;0.90;0.09;0.00
BU06890001Peursum;0.04;0.79;0.13;0.05
BU06870302Arnestein;0.03;0.88;0.01;0.08
BU07150705Zeldenrust;0.15;0.53;0.25;0.07
BU07070103Lexmond Polder;0.01;0.94;0.03;0.02
BU07155200Buitengebied Philippine;0.00;0.89;0.03;0.08
BU06890100Giessen en Oudekerk;0.08;0.81;0.11;0.00
BU06870309Mortiere;0.15;0.61;0.19;0.05
BU06870400Nieuw- en Sint Joosland;0.11;0.62;0.24;0.02
BU06870409Nieuw- en Sint Joosland;0.00;0.95;0.01;0.04
BU06870500Arnemuiden;0.10;0.58;0.30;0.02
BU06870501Kleverskerke;0.15;0.62;0.24;0.00
BU06870502Oranjeplaat;0.24;0.68;0.07;0.01
BU06870509Arnemuiden;0.02;0.82;0.05;0.11
BU06890101Neerpolder en Parallelweg;0.05;0.88;0.06;0.02
BU06890201Neder-Slingeland;0.01;0.86;0.00;0.14
BU06890308polder Giessen en Nieuwkerk;0.09;0.58;0.10;0.23
BU06890309ten noorden van De Giessen;0.00;0.83;0.01;0.17
BU07030600Oostdijk;0.07;0.77;0.16;0.00
BU06890400Arkel;0.11;0.58;0.22;0.09
BU06890402Industrieterrein;0.09;0.85;0.06;0.00
BU06890500Hoogblokland;0.07;0.78;0.15;0.00
BU06890502Minkeloos (gedeeltelijk) Hoge Giessen (gedeeltelijk);0.00;0.92;0.02;0.06
BU06890401Rietveld;0.02;0.76;0.08;0.14
BU06890501Bazeldijk (gedeeltelijk);0.04;0.86;0.01;0.09
BU06890509Overige verspreide huizen Hoogblokland;0.00;1.00;0.00;0.00
BU06890600Hoornaar;0.10;0.64;0.25;0.00
BU06890700Noordeloos;0.04;0.75;0.16;0.06
BU07030500Hansweert - Kern;0.07;0.68;0.24;0.01
BU06890701Overslingeland;0.01;0.85;0.02;0.12
BU07154900Kern Philippine;0.08;0.64;0.26;0.02
BU07170700Grijpskerke;0.09;0.62;0.24;0.05
BU06890702Minkeloos (gedeeltelijk);0.02;0.73;0.01;0.24
BU07860000Binnenstad-Grave;0.19;0.52;0.26;0.03
BU06890800Schelluinen;0.07;0.68;0.17;0.07
BU07030001Yerseke - West;0.09;0.61;0.29;0.00
BU07030002Yerseke - Steehof;0.08;0.64;0.24;0.04
BU07030100Kruiningen - Kern;0.11;0.61;0.27;0.01
BU07030609Oostdijk;0.00;0.98;0.00;0.02
BU07030006Yerseke - Molenpolder/Olzendepolder;0.23;0.73;0.03;0.01
BU07030009Yerseke;0.00;0.92;0.01;0.07
BU07170709Grijpskerke;0.01;0.83;0.01;0.14
BU07030501Hansweert - Tramper;0.13;0.59;0.26;0.02
BU07030109Kruiningen;0.00;0.92;0.00;0.07
BU07030200Krabbendijke - Kern;0.09;0.58;0.29;0.05
BU07030201Krabbendijke - Oostpolder;0.07;0.65;0.24;0.04
BU07030202Krabbendijke - Rozeboom;0.11;0.56;0.25;0.08
BU07860001Mars;0.06;0.54;0.40;0.00
BU07030300Waarde;0.04;0.64;0.30;0.02
BU07030309Waarde;0.00;0.98;0.02;0.01
BU07030400Rilland - Kern;0.09;0.56;0.35;0.01
BU07030401Rilland- Stationsbuurt;0.06;0.66;0.11;0.17
BU07030402Rilland - Bath;0.01;0.90;0.09;0.00
BU07860002Bikkelkamp;0.12;0.45;0.38;0.04
BU07070100Lexmond Kern;0.16;0.55;0.29;0.00
BU07070101Achthoven;0.02;0.93;0.04;0.00
BU07070102Lakerveld;0.01;0.80;0.01;0.18
BU07150402Noorderdokken;0.08;0.67;0.12;0.13
BU08260605Schildersbuurt;0.08;0.58;0.27;0.06
BU07070300Tienhoven Kern;0.08;0.73;0.18;0.00
BU07030509Hansweert;0.00;0.92;0.01;0.07
BU08260606Dammenbuurt;0.15;0.53;0.29;0.04
BU07070200Ameide Kern;0.14;0.53;0.32;0.02
BU07070201Sluis;0.00;0.90;0.06;0.04
BU07150403Zevenaar;0.04;0.90;0.02;0.05
BU08555603Stadsrand Dalem Zuid;0.09;0.69;0.16;0.07
BU07070203Ameide Polder;0.05;0.88;0.07;0.00
BU07070401Meerkers Broek;0.01;0.93;0.05;0.01
BU07070402Meerkerk Polder;0.05;0.87;0.07;0.01
BU07070301Hogewaard;0.20;0.62;0.16;0.01
BU07070500Hei- en Boeicop Kern;0.15;0.65;0.20;0.00
BU07070501Hei- en Boeicop Polder;0.03;0.92;0.00;0.05
BU07570004Industrieterrein Boxtel;0.07;0.68;0.13;0.12
BU07151001Lievenspolder;0.16;0.54;0.29;0.01
BU07070302Tienhoven Polder;0.01;0.89;0.07;0.03
BU07170800Meliskerke;0.13;0.60;0.23;0.04
BU08555702Koolhoven Zuid;0.18;0.45;0.35;0.02
BU07070400Meerkerk kern;0.12;0.61;0.25;0.02
BU07070600Leerbroek kern;0.12;0.59;0.28;0.01
BU07070700Nieuwland Kern;0.11;0.57;0.27;0.05
BU07150701Driewegen;0.07;0.69;0.10;0.14
BU08555703Koolhoven Buiten;0.11;0.49;0.28;0.11
BU07070602Weverwijk;0.01;0.99;0.00;0.00
BU07070603Leerbroek Polder;0.04;0.89;0.03;0.04
BU07150101Binnenstad-Java;0.17;0.45;0.35;0.04
BU07150401Handelspoort;0.17;0.70;0.04;0.09
BU07070701Achterdijk;0.01;0.94;0.00;0.06
BU07180103Scheldekwartier;0.22;0.58;0.10;0.10
BU07151301Othene;0.11;0.61;0.22;0.06
BU07151002Noordpolder;0.13;0.50;0.33;0.03
BU07152500Kern Biervliet;0.10;0.57;0.31;0.02
BU07151003Serlippenspolder;0.12;0.55;0.24;0.08
BU07070702Geer;0.00;0.90;0.00;0.10
BU07151600Buitengebied Terneuzen;0.00;0.83;0.03;0.13
BU07070703Nieuwland Polder;0.00;0.92;0.01;0.07
BU07151900Kern Axel;0.13;0.55;0.29;0.03
BU07152200Buitengebied Axel;0.01;0.83;0.04;0.11
BU08282100Maren-Kessel;0.09;0.70;0.17;0.04
BU07153100Kern Hoek;0.05;0.64;0.31;0.01
BU07153400Buitengebied Hoek;0.05;0.87;0.03;0.06
BU07158200Buitengebied Zaamslag;0.01;0.92;0.03;0.04
BU07153700Kern Koewacht;0.09;0.67;0.19;0.05
BU07154000Buitengebied Koewacht;0.00;0.92;0.02;0.06
BU07170001Zanddijk;0.09;0.61;0.26;0.04
BU07170002Buiten de Veste;0.03;0.88;0.03;0.05
BU07170009Veere;0.02;0.77;0.07;0.14
BU07160710Anna Jacobapolder;0.11;0.48;0.41;0.00
BU07180102Stadhuisplein e.o.;0.19;0.45;0.30;0.06
BU07154300Kern Overslag;0.00;0.83;0.15;0.02
BU07154600Buitengebied Overslag;0.00;0.88;0.01;0.11
BU07155500Kern Sas van Gent;0.09;0.61;0.27;0.03
BU07560003De Elzen;0.13;0.63;0.20;0.03
BU07156100Kern Sluiskil;0.10;0.65;0.22;0.03
BU07156400Buitengebied Sluiskil;0.03;0.81;0.10;0.07
BU07170500Oostkapelle;0.13;0.54;0.26;0.07
BU07156700Kern Spui;0.13;0.65;0.14;0.08
BU07170502Duno;0.11;0.87;0.02;0.00
BU07700501Knegsel-Oeyenbos;0.01;0.88;0.01;0.10
BU07157000Buitengebied Spui;0.00;0.75;0.13;0.12
BU07157300Kern Westdorpe;0.08;0.64;0.27;0.01
BU07158800Buitengebied Zuiddorpe;0.00;0.90;0.01;0.09
BU07160000Tholen;0.09;0.54;0.32;0.05
BU07160100Poortvliet;0.17;0.56;0.22;0.06
BU07160109Poortvliet;0.00;0.90;0.02;0.08
BU07170300Serooskerke;0.12;0.54;0.32;0.02
BU07721614Schouwbroek;0.16;0.45;0.37;0.02
BU07160200Scherpenisse;0.08;0.58;0.34;0.00
BU07170201Breezand;0.01;0.89;0.02;0.08
BU07170209Vrouwenpolder;0.15;0.76;0.02;0.07
BU07171101Kustlicht;0.14;0.77;0.08;0.01
BU07480201Warande-West;0.12;0.43;0.36;0.08
BU07480202Gageldonk-Oost;0.12;0.58;0.28;0.02
BU07721628Mispelhoef;0.04;0.80;0.05;0.12
BU07160300Sint-Maartensdijk;0.09;0.51;0.38;0.02
BU07160400Stavenisse;0.09;0.50;0.40;0.02
BU07160409Stavenisse;0.00;0.97;0.00;0.03
BU07160600Oud-Vossemeer;0.07;0.53;0.38;0.02
BU07160700Sint Philipsland;0.07;0.61;0.32;0.01
BU07160709Sint Philipsland;0.00;0.93;0.02;0.05
BU07170109Gapinge;0.00;0.90;0.00;0.09
BU07170200Vrouwenpolder;0.06;0.61;0.26;0.06
BU07721721Genderdal;0.10;0.40;0.41;0.08
BU07170309Serooskerke;0.03;0.83;0.01;0.14
BU07170400Domburg;0.17;0.54;0.25;0.04
BU07170409Domburg;0.10;0.73;0.06;0.11
BU07170508in het Zuiden;0.02;0.81;0.03;0.14
BU07170600Aagtekerke;0.08;0.63;0.19;0.10
BU07721712Oude Spoorbaan;0.14;0.50;0.34;0.02
BU07170900Koudekerke;0.11;0.55;0.31;0.04
BU07170609Aagtekerke;0.01;0.88;0.00;0.11
BU07170809Meliskerke;0.02;0.80;0.01;0.18
BU07171008in recreatiegebied van Biggekerke;0.21;0.34;0.11;0.34
BU07171009buiten recreatiegebied Biggekerke;0.00;0.80;0.00;0.19
BU07171100Zoutelande;0.10;0.58;0.30;0.02
BU07180200Vredehof Zuid;0.05;0.54;0.33;0.08
BU07180101Scheldestraat e.o.;0.18;0.41;0.38;0.03
BU07171200Westkapelle;0.15;0.54;0.26;0.05
BU07171201Joossesweg;0.14;0.73;0.07;0.05
BU07171209Westkapelle;0.04;0.79;0.02;0.15
BU07180100Oude Binnenstad;0.14;0.45;0.41;0.00
BU07721722Blaarthem;0.10;0.48;0.39;0.03
BU07180201Bonedijkestraat e.o.;0.17;0.43;0.37;0.04
BU07180202Bloemenlaan e.o. Oost;0.09;0.49;0.40;0.02
BU07180203Baskensburg Zuid;0.15;0.54;0.25;0.07
BU07180204Vredehof Noord;0.03;0.62;0.25;0.10
BU07180205Het Fort e.o.;0.12;0.46;0.33;0.09
BU07180209Bloemenlaan e.o. West;0.06;0.54;0.39;0.01
BU07180206Hercules Segherslaan e.o.;0.13;0.50;0.28;0.09
BU07180207Baskensburg Noord;0.14;0.61;0.11;0.14
BU07180208Boulevards Bankert en Evertsen;0.13;0.34;0.51;0.02
BU07721514't Hool;0.10;0.42;0.42;0.05
BU07180300Paauwenburg Zuidoost;0.13;0.48;0.34;0.05
BU07580204Moleneind-Oost;0.02;0.72;0.16;0.10
BU07180400Rosenburg;0.17;0.58;0.19;0.05
BU07180403Lammerenburg;0.17;0.63;0.14;0.05
BU08553801Tweestedenziekenhuis;0.06;0.59;0.20;0.14
BU07180301Paauwenburg West;0.09;0.57;0.27;0.07
BU07180408Vrijburg;0.09;0.68;0.16;0.07
BU07721515Winkelcentrum;0.23;0.36;0.38;0.02
BU07851426Goirle;0.02;0.84;0.04;0.11
BU07180401Bossenburgh - Weyevliet;0.13;0.66;0.14;0.07
BU07180402Westerzicht;0.10;0.69;0.16;0.05
BU07180405Papegaaienburg - Hofwijk;0.16;0.52;0.24;0.08
BU07180406West-Souburg;0.06;0.69;0.17;0.07
BU07180500Kern Oost-Souburg West;0.13;0.51;0.34;0.01
BU07480203Warande-Oost;0.15;0.49;0.32;0.04
BU07180501Zeewijksingel;0.08;0.62;0.27;0.03
BU07560004Villapark 't Zand;0.01;0.77;0.22;0.01
BU07180407Landelijk gebied Lammerenburg;0.01;0.75;0.01;0.23
BU08280806Meerdijk;0.01;0.75;0.00;0.24
BU07721516Vlokhoven;0.08;0.47;0.39;0.05
BU07180502Schoonenburg - Groot Abeele;0.14;0.46;0.35;0.06
BU07560005Luneven;0.12;0.61;0.25;0.03
BU07180600Ritthem;0.09;0.77;0.14;0.00
BU07180601Rammekens;0.00;0.80;0.01;0.19
BU07180602Welzinge;0.00;0.99;0.00;0.00
BU07330001Westelijke uitbreiding Asperen;0.13;0.42;0.40;0.04
BU07330002Noord uitbreiding Asperen industrieterrein;0.32;0.65;0.03;0.00
BU07180503Molenweg e.o.;0.10;0.50;0.39;0.01
BU07620400Helenaveen;0.05;0.79;0.12;0.04
BU07180504Landelijk gebied Oost-Souburg;0.00;1.00;0.00;0.00
BU07180603Bedrijventerrein Oost-Souburg Oost;0.00;0.94;0.03;0.03
BU07180505Kern Oost-Souburg Oost;0.09;0.53;0.35;0.03
BU07440109Ulicoten;0.00;0.92;0.00;0.07
BU07440209Castelre;0.00;0.98;0.00;0.02
BU07180506Schoonenburg;0.07;0.56;0.31;0.05
BU07360107Bedrijventerrein Mijdrecht;0.13;0.72;0.10;0.05
BU07180507Souburg-Noord;0.07;0.83;0.04;0.06
BU07330101Uitbreiding Heukelum;0.12;0.52;0.35;0.01
BU07430200Ommel;0.04;0.82;0.12;0.02
BU07430209Ommel;0.04;0.92;0.00;0.04
BU07180702Bedrijventerrein Oost-Souburg West;0.00;0.86;0.03;0.12
BU07771013De Keen;0.12;0.48;0.36;0.03
BU07180700Kennishaven;0.13;0.69;0.09;0.10
BU07180701Buitenhaven;0.03;0.91;0.04;0.02
BU07360106Sportpark Mijdrecht;0.22;0.30;0.33;0.15
BU07330000Asperen Oude Kern;0.14;0.49;0.37;0.00
BU07330009Asperen;0.07;0.67;0.15;0.11
BU07330100Heukelum Oude Kern;0.04;0.57;0.33;0.06
BU07560006Hollesteeg;0.13;0.67;0.17;0.03
BU07330102Spijk en Boveneind Spijk en Vogelswerf;0.05;0.83;0.12;0.01
BU07560007Maasbroeksche Blokken;0.16;0.63;0.17;0.04
BU17011001Wapserveen-West;0.00;0.82;0.00;0.18
BU07360501Waverveen;0.17;0.66;0.14;0.03
BU07360103Molenland;0.18;0.51;0.30;0.01
BU07440002Hoogbraak;0.10;0.50;0.36;0.05
BU07330109Heukelum en Friezenwijk;0.10;0.69;0.13;0.08
BU08555803Buitengebied Witbrant;0.00;0.77;0.00;0.23
BU07360104Proostdijland;0.09;0.55;0.35;0.01
BU07330200Vuren;0.09;0.65;0.22;0.04
BU07360502Waverveen Buitengebied;0.00;0.91;0.00;0.08
BU07360102Hofland;0.15;0.49;0.31;0.05
BU08556001Bedrijventerrein Vossenberg West II;0.00;0.94;0.01;0.04
BU07330209Vuren;0.06;0.81;0.08;0.06
BU07360105Twistvlied-Wickelhof;0.17;0.45;0.33;0.05
BU07360402Zuiderwaard-Westerheul;0.16;0.48;0.33;0.02
BU07330300Herwijnen;0.09;0.68;0.23;0.00
BU07360603Wilnis Buitengebied;0.03;0.75;0.04;0.18
BU07360701Abcoude-Noordoost;0.11;0.48;0.35;0.06
BU07440100Ulicoten;0.14;0.69;0.16;0.01
BU07360101Mijdrecht Dorp;0.17;0.45;0.36;0.03
BU07360403Vinkeveen Plassengebied;0.09;0.77;0.03;0.11
BU08556002Bedrijventerrein Vossenberg West I;0.07;0.77;0.02;0.13
BU07330309Herwijnen;0.02;0.97;0.01;0.00
BU07560008Bedrijventerrein Saxa Gotha;0.08;0.74;0.12;0.06
BU07360201de Hoef;0.11;0.71;0.18;0.00
BU07360202de Hoef Buitengebied;0.04;0.90;0.01;0.05
BU07360301Amstelhoek;0.06;0.80;0.09;0.05
BU07721626Wielewaal;0.00;0.80;0.12;0.08
BU07360401Vinkeveen Dorp;0.13;0.65;0.21;0.02
BU07360601Wilnis Dorp;0.08;0.66;0.19;0.08
BU07360602de Maricken-Veenzijde;0.15;0.46;0.35;0.04
BU07370009Burgum;0.04;0.75;0.08;0.14
BU07570005Kleinderliempde;0.00;0.86;0.01;0.12
BU07360702Abcoude-Zuidwest;0.08;0.60;0.30;0.02
BU07360801Baambrugge Dorp;0.15;0.53;0.32;0.00
BU07370000Burgum;0.10;0.59;0.25;0.06
BU07570000Boxtel-Centrum;0.12;0.48;0.38;0.03
BU07370100Aldtsjerk;0.03;0.82;0.13;0.02
BU07370101Oentsjerk;0.10;0.59;0.31;0.01
BU07721213Elzent-Noord;0.10;0.42;0.41;0.07
BU07370200Mûnein;0.03;0.76;0.19;0.02
BU07370201Gytsjerk;0.06;0.69;0.21;0.05
BU07370102Wyns;0.01;0.94;0.00;0.05
BU07370108Aldtsjerk;0.00;0.88;0.11;0.01
BU07370109Oentsjerk;0.00;0.82;0.15;0.03
BU07721627Herdgang;0.07;0.43;0.38;0.12
BU08553203Vogeltjesbuurt West;0.16;0.46;0.32;0.06
BU07370208Mûnein;0.00;1.00;0.00;0.00
BU07380009Wijk en Aalburg;0.02;0.90;0.01;0.07
BU07370409Suwâld;0.00;0.91;0.00;0.09
BU07370209Gytsjerk;0.03;0.67;0.13;0.18
BU07370300Ryptsjerk;0.05;0.80;0.10;0.06
BU17010302Stroovledder;0.01;0.99;0.00;0.00
BU07380001Spijk;0.04;0.85;0.03;0.08
BU07370309Ryptsjerk;0.01;0.87;0.03;0.09
BU08554502Ind.terrein Loven Zuid;0.08;0.66;0.18;0.08
BU07370400Tytsjerk;0.10;0.70;0.17;0.04
BU07370401Suwâld;0.08;0.82;0.11;0.00
BU07370408Tytsjerk;0.00;0.96;0.00;0.04
BU07380309Eethen;0.05;0.86;0.07;0.02
BU07370500Earnewâld;0.25;0.48;0.17;0.10
BU07380000Wijk en Aalburg;0.15;0.56;0.25;0.04
BU07430002Nobis;0.19;0.72;0.06;0.03
BU07370609Sumar;0.02;0.82;0.09;0.08
BU07370700Eastermar;0.05;0.69;0.13;0.14
BU07370701Jistrum;0.10;0.67;0.19;0.03
BU07480100Meilust Zuid;0.10;0.53;0.28;0.09
BU07370508Earnewâld;0.02;0.81;0.00;0.18
BU07370509Garyp;0.01;0.91;0.00;0.08
BU07370600Sumar;0.10;0.71;0.09;0.10
BU07370708Eastermar;0.00;0.88;0.00;0.11
BU07370709Jistrum;0.00;0.79;0.07;0.13
BU07370809Noordburgum;0.01;0.90;0.01;0.08
BU07380100Veen;0.13;0.68;0.18;0.01
BU07480200Gageldonk-West;0.16;0.42;0.36;0.06
BU07370909Hurdegaryp;0.00;0.93;0.02;0.05
BU07560708Stevensbeek;0.00;0.91;0.00;0.08
BU07380500Drongelen;0.06;0.72;0.13;0.09
BU07380109Veen;0.05;0.84;0.05;0.06
BU07380200Genderen;0.10;0.71;0.19;0.01
BU07380209Genderen;0.01;0.89;0.02;0.08
BU07380409Meeuwen;0.00;0.93;0.00;0.07
BU07380509Drongelen;0.00;0.86;0.05;0.09
BU07380600Babyloniënbroek;0.02;0.91;0.07;0.00
BU07430008Achterbosch en Rinkveld;0.00;1.00;0.00;0.00
BU16410501Panheel;0.06;0.68;0.12;0.14
BU07380609Babyloniënbroek;0.00;0.94;0.05;0.01
BU07430000Asten;0.09;0.62;0.25;0.04
BU07430001De Loverbosch;0.09;0.69;0.16;0.06
BU07430009Asten;0.00;0.93;0.00;0.07
BU07430100Heusden;0.09;0.69;0.18;0.04
BU08450308Beekveld-Hersend;0.00;0.96;0.01;0.03
BU07480301De Markiezaten;0.12;0.56;0.24;0.07
BU07430109Heusden;0.00;0.94;0.00;0.05
BU07430809Kleine Heitrak en omgeving;0.00;1.00;0.00;0.00
BU07480000Centrum;0.13;0.42;0.39;0.06
BU07430909Leensel en Hutten;0.01;0.98;0.01;0.00
BU07440000Baarle-Nassau;0.13;0.57;0.27;0.02
BU07440001Bungalowpark;0.00;0.91;0.00;0.09
BU07480004Het Fort;0.19;0.40;0.38;0.03
BU07480001Havenkwartier;0.17;0.43;0.35;0.05
BU07480002Vestinggronden-Noord;0.13;0.37;0.40;0.11
BU07480003Vestinggronden-Zuid;0.13;0.38;0.39;0.10
BU07721114Fellenoord;0.11;0.43;0.35;0.10
BU07480005Zeekant;0.13;0.31;0.52;0.04
BU07480006Het Glacis;0.25;0.41;0.26;0.08
BU07721113Witte Dame;0.15;0.41;0.37;0.06
BU07480101Meilust Noord;0.10;0.54;0.32;0.04
BU07480102Tuinwijk;0.18;0.42;0.31;0.10
BU07480103Noordgeest;0.11;0.57;0.27;0.05
BU07721541Eckart;0.14;0.41;0.40;0.05
BU07480204Nieuw Borgvliet;0.08;0.59;0.25;0.08
BU07480205Langeweg;0.15;0.51;0.24;0.10
BU07480208Heimolen;0.01;0.80;0.17;0.01
BU07480209Buitengebied-Oost;0.03;0.58;0.33;0.06
BU07721112Bergen;0.22;0.34;0.40;0.04
BU16630004Niekerk;0.00;0.87;0.04;0.09
BU07480308Augustapolder;0.01;0.80;0.07;0.12
BU07480300Bergse Plaat;0.10;0.44;0.36;0.10
BU07480404Rode Schouw;0.10;0.46;0.36;0.09
BU07480508Klutsdorp;0.01;0.89;0.00;0.10
BU07480302Schelde Vesting;0.17;0.51;0.22;0.10
BU07480306Waterfront-Industriegebied;0.07;0.71;0.10;0.13
BU07480400Halsteren-Centrum;0.11;0.52;0.31;0.06
BU07721115TU-terrein;0.09;0.51;0.32;0.08
BU08470100Lierop;0.06;0.71;0.18;0.06
BU07480401De Beek;NULL;NULL;NULL;NULL
BU07480402Nieuwe Molen;0.02;0.71;0.09;0.18
BU07530006Batadorp;0.17;0.61;0.16;0.07
BU07480403Jankenberg;0.15;0.62;0.21;0.02
BU07480405De Schans en Oude Molen;0.08;0.67;0.18;0.07
BU07721410Limbeek-Zuid;0.19;0.43;0.32;0.06
BU07721431Generalenbuurt;0.10;0.46;0.39;0.05
BU07530011Breeven;0.01;0.78;0.04;0.17
BU08551201Armhoef Noord-West;0.20;0.41;0.32;0.07
BU07480408Vrederust;0.02;0.84;0.11;0.03
BU07480500Lepelstraat;0.06;0.74;0.20;0.00
BU07480409Halsterse Polders;0.00;0.91;0.00;0.09
BU07480507Kladde;0.06;0.92;0.00;0.01
BU07721222Gerardusplein;0.17;0.39;0.40;0.04
BU07480509Oud Glymespolder;NULL;NULL;NULL;NULL
BU07960106Vughterpoort;0.04;0.57;0.28;0.12
BU07530001Centrum;0.16;0.38;0.42;0.04
BU07530012Heide;0.01;0.78;0.10;0.11
BU07721432Oude Toren;0.09;0.45;0.41;0.05
BU07530002Hoge Akker;0.11;0.51;0.37;0.01
BU07880309Esch;0.02;0.75;0.15;0.08
BU07530003Speelheide;0.09;0.63;0.19;0.09
BU07530004De Leeuwerik;0.09;0.57;0.26;0.07
BU07530010't Zand;0.08;0.64;0.17;0.11
BU07560002Bakelgeert-Zuid;0.18;0.53;0.25;0.03
BU07530007Salderes;0.11;0.59;0.27;0.03
BU07550000Boekel;0.14;0.56;0.28;0.03
BU07700003De Dijken;0.15;0.60;0.23;0.02
BU08450400Middelrode;0.08;0.62;0.28;0.01
BU07530008Wilhelminadorp;0.12;0.49;0.30;0.09
BU07700002Eersel-Zuid;0.15;0.43;0.42;0.01
BU07530009Naastenbest;0.13;0.47;0.34;0.06
BU07530013Heuveleind;0.16;0.49;0.25;0.10
BU07550009Bovenstehuis en Peelsehuis;0.04;0.95;0.01;0.00
BU07530014Heivelden;0.14;0.51;0.27;0.08
BU07530015Buitengebied;0.03;0.78;0.13;0.06
BU07550100Venhorst;0.09;0.66;0.20;0.06
BU07530016Dijkstraten;0.10;0.69;0.17;0.04
BU07560001Bakelgeert-Noord;0.12;0.58;0.26;0.04
BU07721211Irisbuurt;0.15;0.48;0.31;0.06
BU07530017Kantonnier;0.14;0.50;0.26;0.09
BU07550005Logt en Berkhoek;0.09;0.77;0.08;0.05
BU07550006Arendnest-Zijp;0.08;0.66;0.14;0.13
BU07560500Vortum-Mullem Centrum;0.02;0.86;0.02;0.10
BU07550007Zandhoek en Peelstraat;0.02;0.91;0.00;0.06
BU07550008Molenwijk Elzen en Neerbroek;0.08;0.79;0.06;0.07
BU07550109Venhorst;0.01;0.91;0.01;0.07
BU07560000Boxmeer Centrum;0.19;0.55;0.25;0.01
BU07560009Boxmeer;0.00;0.94;0.00;0.06
BU07560100Sambeek Centrum;0.14;0.69;0.14;0.03
BU07700500Knegsel-kom;0.10;0.70;0.19;0.01
BU07560109Sambeek;0.00;0.93;0.03;0.03
BU07560209Beugen;0.03;0.89;0.03;0.05
BU07560300Oeffelt Centrum;0.09;0.70;0.14;0.07
BU07700300Vessem-kom;0.11;0.72;0.15;0.03
BU07700309Vessem;0.01;0.88;0.05;0.07
BU07560509Vortum-Mullem;0.00;0.92;0.00;0.08
BU07560600Vierlingsbeek Centrum;0.09;0.68;0.16;0.07
BU07560409Rijkevoort;0.00;0.94;0.01;0.06
BU07560601Groeningen Centrum;0.01;0.74;0.08;0.17
BU07560709Overloon;0.01;0.93;0.01;0.06
BU07560800Maashees Centrum;0.05;0.66;0.19;0.10
BU07560309Oeffelt;0.01;0.85;0.03;0.11
BU07560400Rijkevoort Centrum;0.10;0.69;0.17;0.04
BU07721425Rapenland;0.22;0.39;0.35;0.04
BU07560609Vierlingsbeek en Groeningen;0.00;0.86;0.01;0.12
BU07560700Overloon Centrum;0.12;0.66;0.18;0.03
BU07721231Poeijers;0.48;0.35;0.09;0.08
BU07560707Westerbeek;0.01;0.94;0.02;0.03
BU07560909Verspreide Huizen Holthees;0.02;0.97;0.01;0.00
BU07560809Maashees;0.00;0.88;0.00;0.12
BU07570109Lennisheuvel;0.00;0.94;0.00;0.06
BU07570006Tongeren Luissel en Nergena;0.07;0.71;0.10;0.11
BU07620001Sint Jozefparochie;0.11;0.56;0.26;0.07
BU08470200Someren-Eind;0.06;0.71;0.17;0.06
BU07580100Belcrum;0.14;0.36;0.43;0.07
BU07570008Langenberg;0.00;0.87;0.02;0.11
BU07570009Roond;0.00;0.93;0.06;0.01
BU07570007Hal en Heult;0.01;0.85;0.10;0.03
BU07570209Velders Bosch en De Scheeken;0.01;0.95;0.03;0.00
BU07580101Doornbos-Linie;0.09;0.52;0.30;0.09
BU07660102Buitengebied West 1;0.07;0.77;0.09;0.07
BU07580001Valkenberg;0.19;0.39;0.37;0.05
BU07721212Rochusbuurt;0.25;0.38;0.34;0.03
BU07721216Bloemenplein;0.14;0.49;0.36;0.01
BU07580002Chassé;0.15;0.49;0.29;0.07
BU07580003Fellenoord;0.15;0.51;0.30;0.04
BU07580004Schorsmolen;0.16;0.43;0.37;0.04
BU07580103Geeren-Zuid;0.11;0.50;0.32;0.07
BU07580005Station;0.15;0.36;0.40;0.09
BU07771014Attelaken;0.03;0.61;0.23;0.12
BU07721232Burghplan;0.09;0.46;0.42;0.03
BU07721334Urkhoven;0.02;0.68;0.17;0.13
BU07580006City;0.05;0.42;0.52;0.02
BU07721531Woenselse Heide;0.15;0.42;0.41;0.03
BU07580102Biesdonk;0.10;0.48;0.38;0.04
BU07721214Tuindorp;0.12;0.48;0.35;0.05
BU07580200Brabantpark;0.11;0.47;0.36;0.06
